"entity_id","body_value","body_summary","name"
41146,"<p>When trainee tree surgeon Leo Lamont joined the council back in the late 1970s one of his first jobs was to plant a line of elm saplings in Preston Park.</p>

<p>Fast forward over 40&nbsp;years, and Leo is back in the park but this time with a heavy heart – to fell one of the trees infected with elm disease.</p>

<p><img alt="""" data-entity-type="""" data-entity-uuid="""" height=""3024"" src=""/sites/default/files/Leo%201.jpg"" width=""4032"" /></p>

<p>“It’s heart-breaking to be cutting down one the trees I planted so many years ago, which had grown into beautiful mature elm,” said Leo.</p>

<p>“Once it takes hold, elm disease can be devastating and the only chance of stopping the stop the spread is to remove the tree.”&nbsp;</p>

<h2>Battling&nbsp;the elm beetle</h2>

<p>This year, the city has seen several of its most significant and stunning elms fall victim to elm disease. Among them is one of the famous Preston Twin elms which is due to be felled later this month.</p>

<p>The 400 year old tree, one of the oldest in the UK , could not be saved after the disease reached its root system. Felling will hopefully stop the disease spreading to its twin.</p>

<p>Every summer the council’s arboriculture team wages a battle across the city against the tiny beetle which carries the deadly elm tree killing fungus known as Elm Disease or Dutch Elm Disease. Losses of trees to the disease have been manageable over the years thanks to a council-led control campaign.</p>

<p>“We urge residents to report any sick looking elms so that we can respond quickly,” said arboriculturist Neil Brothers.</p>

<h2><strong>Elm log danger</strong></h2>

<p>He added that one of the most likely ways for a tree to become infected by Elm Disease is via beetles breeding on elm logs stored in the area. “These logs may have been brought in from other parts of East Sussex where there has been a massive rise in trees becoming infected and subsequent logs becoming available.</p>

<p>“In recent years, there has also been a rapid increase in the number of wood burning stoves being sold in the area, increasing the risk of contaminated wood coming into the city.”</p>

<h2>Free advice</h2>

<p>The council’s arboriculture team offers a free inspection of firewood and other timber. Similarly, if you have an elm tree in your garden that may be dead or dying, we are happy to come out and inspect it free of charge. Anyone wanting to use the service can contact the team by:</p>

<ul>
	<li>phone: 01273 292929</li>
	<li>email: <a href=""mailto:arboriculture@brighton-hove.gov.uk"">arboriculture@brighton-hove.gov.uk</a></li>
</ul>
","Tree surgeon Leo Lamont returns to Preston Park to fell one of the elm trees he planted 40 years ago.","Parks, leisure and libraries"
41151,"<p class=""MsoNormal""><b style=""mso-bidi-font-weight:normal""><span style=""font-size:18.0pt;line-height:115%;font-family:&quot;Arial&quot;,&quot;sans-serif&quot;""></span><span style=""font-size:18.0pt;line-height:115%;font-family:&quot;Arial&quot;,&quot;sans-serif&quot;""></span></b></p>

<p>Hollingbury and Waterhall Golf courses have been put on the market by Brighton &amp; Hove City Council.</p>

<p>The council is inviting proposals to let the sites for the next 25 years to provide golf and/or other leisure uses.</p>

<p>The land is currently used for two 18-hole golf courses and both sites sit within the South Downs National Park.</p>

<p>Over the past few years, the golf courses have seen a fall in season ticket holders, golf usage and golf club membership, mirroring a national picture of fewer people playing golf.&nbsp;</p>

<p>City councillors have approved the marketing of the sites as golf courses as well as inviting other leisure proposals. In addition ‘in-house’ options are also being considered, specifically in relation to ‘rewilding.’</p>

<p>A market assessment identified the following potential other leisure uses of the sites:</p>

<ul>
	<li>Outdoor activity centre</li>
	<li>Education</li>
	<li>Camping or glamping</li>
	<li>Events venue</li>
	<li>Restaurant/café</li>
	<li>Wellness centre</li>
</ul>

<p><img alt=""Waterhill golf course"" data-entity-type="""" data-entity-uuid="""" height=""525"" src=""/sites/default/files/news/waterhill-golf-course.jpg"" width=""700"" /></p>

<h2>Exciting opportunity</h2>

<p>Councillor Alan Robins, chair of the city’s Tourism, Equalities, Communities and Culture committee, said: “This is an exciting opportunity to provide a wonderful outdoor experience for our residents and visitors. By inviting proposals on long term leases for golf and/or other leisure uses we hope to receive a range of options to give both courses a sustainable future.”</p>

<p>The council has successfully marketed other leisure sites on long term leases which brought forward some interesting proposals. These included the Yellowave Beach Volleyball Centre on the seafront and the Sea Lanes proposal on Madeira Drive.</p>

<p>Hollingbury and Waterhall golf courses are owned by the council and are currently managed externally by MyTime Active a registered charity operating as a social enterprise to promote wellbeing. The contract ends next March.</p>

<h2>Numbers falling</h2>

<p>Participation in golf has declined in recent years. Factors which are considered to be causing the decline include the oversupply of courses, the length of time it takes to play a full 18 hole round (approximately 4 hours), that golf is relatively expensive to play, the increased participation in other recreational opportunities such as cycling and a lack of diversity of golf participants &nbsp;</p>

<p>Over the last eight years season ticket holders have fallen significantly. Season ticket holders provide the core usage for each course and are very important for viability of a course. In Brighton &amp; Hove there are a large number of courses all competing in a very small geographical area. A nearby course in Hassocks has recently closed.</p>

<p>Current operator Mytime Active has significant experience of operating a range of golf courses on behalf of local councils and has led a number of initiatives to encourage more participation.&nbsp;</p>

<p>This has included foot golf at Waterhall, improved catering and function facilities at Hollingbury and various golf development initiatives. However the financial benefits of these have not been able to compensate for the drop in golf income.</p>

<h2>More information</h2>

<p>For more information and to arrange&nbsp;a site visit&nbsp;contact:</p>

<h4>Kay Griffiths</h4>

<ul>
	<li>Phone: 01865 269 109</li>
	<li>Email: <a href=""mailto:kgriffiths@savills.com"">kgriffiths@savills.com</a></li>
</ul>

<h4>Ian Simpson</h4>

<ul>
	<li>Phone: 01865 269 022</li>
	<li>Email: <a href=""mailto:kgriffiths@savills.com"">isimpson@savills.com</a><br />
	&nbsp;</li>
</ul>
","The council is looking for new leaseholders for the golf courses at Hollingbury and Waterhall for the next 25 years. As the number of people playing golf continues to fall, the council will also consider other leisure proposals for the two sites which sit within the South Downs National Park.","Parks, leisure and libraries"
41296,"<p>Residents are being invited to share their past and present memories of Stanmer Park this October.</p>

<p>As part of the Stanmer Restoration Project, Brighton &amp; Hove City Council is running four special Memory Days.</p>

<h2>Unique record</h2>

<p>Residents are asked to bring along treasured photos and other memorabilia to share and help create a unique record of the park’s fascinating past.</p>

<p><img alt=""Stanmer green house"" data-entity-type="""" data-entity-uuid="""" height=""525"" src=""/sites/default/files/news/stanmer-green-house.jpg"" width=""700"" /></p>

<p>The events are being held at:</p>

<ul>
	<li>St Georges Hall, Newick Road, Moulsecoomb, 8 October, 2pm to 5pm&nbsp;</li>
	<li>New Larchwood Waldron Avenue, Coldean, 8 October, 9.30am to 12.30pm&nbsp;</li>
	<li>Plumpton College at Stanmer Park, 12 October, 10am to 2pm&nbsp;</li>
	<li>Brighton Museum, Royal Pavilion Gardens, 26 October, 11am to 4pm&nbsp;</li>
</ul>

<h2>Happy memories</h2>

<p>Councillor Anne Pissaridou, Chair of the Environment, Transport and Sustainability Committee said: “I have many happy memories of time spent with my family in Stanmer Park, so I’m sure there are many interesting and heartwarming stories to be shared.</p>

<p>“I’d encourage everyone to get along to one of the Memory Days and help us to create a unique and personal account of this much loved people’s park.”</p>

<p><a href=""https://www.brighton-hove.gov.uk/content/leisure-and-libraries/parks-and-green-spaces/stanmer-park-restoration-project"">Learn more about the restoration project</a></p>
","Four special Stanmer Park Memory Days are being held during October to gather photos, memorabilia and other memories of one of the city's best loved park. The events are part of the Stanmer Park Restoration Project.","Parks, leisure and libraries"
41311,"<p>Budding young soccer stars from Portslade and Mile Oak are kicking off the new season with a fantastic state-of-the-art 3G all weather pitch.</p>

<p>The youngsters, gathered at the pitch for the official opening this week, which also marked National Fitness Day.</p>

<p><img alt="""" data-entity-type="""" data-entity-uuid="""" height=""1785"" src=""/sites/default/files/news/HB240919A-11.jpg"" width=""2689"" /></p>

<p>The new surface has been funded by the Premier League, the FA and government's Football Foundation, and Brighton &amp; Hove City Council.</p>

<p>After netting a £341,640 grant from the Football Foundation, work began in June to replace the previous synthetic pitch which had reached the end of its usable life.</p>

<h2><img alt="""" data-entity-type="""" data-entity-uuid="""" height=""1734"" src=""/sites/default/files/news/HB240919A-18.jpg"" width=""2613"" /></h2>

<p>The pitch was officially opened by Portslade Councillor Alan Robins, Chair of the Tourism, Economy, Environment &amp; Culture Committee.</p>

<p>“The old pitch was well used but worn out and in dire need of replacement,” he said. “We now have a fantastic, first-class playing surface to grow and develop grassroots football and improve the health and physical activity of residents in the city.</p>

<p>“I’d like to thank the Premier League, the FA and government’s Football Foundation for their support which has made this possible.”</p>

<p>Operated by Freedom Leisure on behalf of Brighton &amp; Hove City Council, the pitch will be used by students from Portslade Aldridge Community Academy (PACA) who are based on the site.</p>

<p>It will also provide a base for partner clubs Hangleton Rangers and Mile Oak Wanderers and their 28 youth football teams.</p>

<h2>Improving health and fitness</h2>

<p>It is hoped the new pitch and associated football development plan will be able to support the delivery of community based sessions for improving health and fitness for all age groups including supporting sessions for local children or adults with disabilities from the local community.&nbsp;</p>

<p>Paul Thorogood, Chief Executive of the Football Foundation, added: “Grassroots sport plays an important role in communities across the UK, creating opportunities for people of all ages and backgrounds. That’s why I am delighted that Portslade Sports Centre has now opened its state-of-the-art 3G pitch, thanks to investment from the Football Foundation.</p>

<p>“Continuing to improve access to high-quality facilities like this one is a key aim for the Premier League, The FA and the Government. Delivered by the Football Foundation, their funding supports projects for clubs and organisations all over the country and is helping to boost the number of people benefiting from sport through better facilities.”</p>
","A new 3G all weather pitch has opened at Portslade Sports Centre, providing a base for 28 youth football teams. The pitch has been funded by the Premier League, the FA and government's Football Foundation, and Brighton & Hove City Council.","Parks, leisure and libraries"
33396,"<p>Six law breakers who were caught dropping litter on the street have been fined a total of £5004 – or £834 each.</p>

<p>The huge fines were issued at Brighton Magistrates Court after the offenders failed to pay the initial £75 fixed penalty notice and then didn’t attend court, despite being summoned.</p>

<p>The offences took place on Junction Road and Boundary Road, Portslade, and Western Road, Brighton.</p>

<p>It is against the law for people to:</p>

<p>•&nbsp;&nbsp; &nbsp;drop or throw away litter, including cigarette butts<br />
•&nbsp;&nbsp; &nbsp;fly-tip or fly-post<br />
•&nbsp;&nbsp; &nbsp;not pick up their dog's mess if they foul in public space</p>

<p>Anyone caught is given an on-the-spot fine between £75 and £300, depending on the type of offence.</p>

<p>If the fine isn’t paid within 28 days, the case goes to court where the offender will face a higher fine plus costs.</p>

<p>In this case, each of the six defendants didn’t pay within the time or bother to turn up to court. They were fined £440, told to pay £350 costs plus a £44 victim surcharge, totalling £834 each.&nbsp;</p>

<p>Cllr Gill Mitchell, chair of the council’s environment, transport and sustainability committee, said: “We’re determined to stamp out littering and these convictions show we take this type of crime very seriously.&nbsp;</p>

<p>She added: “We will not sit back and watch our beautiful city become dirty because someone can’t be bothered to find a bin for their cigarette butt or rubbish, or clean up after their dog.</p>

<p>“Nor will we stand aside and let people fly-tipping their unwanted items beside a communal bin, expecting the council to take them away at the expense of other council tax payers.</p>

<p>“We will continue to gather evidence and fine offenders. If they fail or refuse to pay, we will take them to court where they will be handed much bigger fines and a criminal prosecution, as these offenders have found out.”</p>

<h2>Offenders who don’t pay the fine</h2>

<p>By law, anyone caught littering must give their full name and address to the council’s enforcement officers who then verify the person using electronic ID verification systems.&nbsp;</p>

<p>Failure to give the correct name and address can lead to a £1,000 fine and a criminal conviction.</p>

<p>If the offender then fails to pay the fixed penalty notice, the case progresses to the local Magistrates Court with the maximum penalty of £2,500.&nbsp;</p>

<p>As littering is a criminal offence and not a civil offence, anyone found guilty will not only face a bigger fine than the original £75, they will also have a criminal conviction against their name.<br />
&nbsp;</p>
","Magistrates send out no nonsense warning to litter louts","Rubbish, recycling and environment"
33901,"<p>Hove Museum is currently hosting Tech Takeback. You can bring your old and unused phones, computers and other gadgets along for recycling&nbsp;from 10am to 4.30pm today and tomorrow (8 and 9 February).</p>

<p>It doesn't matter if it's working or broken - Tech-Takeback's team of dedicated IT and waste prevention experts will make sure it's either recycled or given away to charities to benefit those who need it.</p>

<p>Data experts will ensure your data is safely wiped from any devices before it's passed on or recycled.</p>

<p>The latest event started yesterday and on the first day close to half a tonne of old tech was donated and diverted from landfill.&nbsp;</p>

<p>Items received yesterday included:&nbsp;</p>

<ul>
	<li>Tape recorders from the 1980s&nbsp;</li>
	<li>Broken laptops&nbsp;</li>
	<li>Cameras</li>
	<li>Scanners</li>
	<li>Printers</li>
	<li>Microphones</li>
	<li>Headphones&nbsp;</li>
	<li>Tablets</li>
	<li>Lots of cables&nbsp;</li>
</ul>

<p>The team can take any old tech including hard drives, USBs, CDs, DVDs, games consoles and much more. Find out more details from <a href=""http://www.techtakeback.co.uk/"">Take Takeback</a>.</p>

<p>The pop-up shops are run by Brighton &amp; Hove City Council, <a href=""https://www.ilovefreegle.org/explore/greencyclesussex"">Freegle</a>, the free online reuse network, circular economy environment specialists <a href=""http://www.soenecs.co.uk/"">SOENECS</a>, and computer data erasure experts <a href=""http://www.erasemydata.uk/"">EraseMyData</a><br />
&nbsp;</p>

<p>&nbsp;<a href=""https://new.brighton-hove.gov.uk/news/2019/historic-hove-museum-treasures-your-unwanted-tech"">More information about Take Techback at Hove Museum</a></p>
","Bring your old and unused phones, computers and other gadgets along to Hove Museum for recycling from 10am to 4.30pm on Friday and Saturday.","Rubbish, recycling and environment"
34791,"<p>Great news! We’ve launched a fantastic new <a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/recycling-a-z"">A to Z guide on how you can reduce, reuse, recycle or dispose</a> of almost 180 different materials.</p>

<p>The easy-to-use guide gives detailed explanations of what to do with everything from aerosols to mattresses and nappies to Tetra Paks, to ensure we’re all being as environmentally friendly as possible.</p>

<p>The A to Z also gives advice on what to do with materials like rubble, plasterboards, asbestos, bathroom fittings, furniture, white goods, batteries and metal.</p>

<p>The guide launches our new drive to help residents recycle the correct things far more. In turn, this will help reduce the large number of recycling bins that we collect which are contaminated with non-recyclable products.</p>

<h2><strong>Why a guide is very helpful</strong></h2>

<p>We all want a cleaner city and a better world, and recycle as much as we can and with the best intentions. We all know we can recycle items like plastic bottles, paper, cardboard and glass.&nbsp;</p>

<p>But if you’re unsure about what to do with specific items or materials, and put the wrong ones in your recycling, this can lead to your bin being contaminated and possibly being taken to waste rather than be recycled.</p>

<p>Using the guide, which can be easily accessed online by phone, computer or tablet, means contamination of your recycling can be avoided.&nbsp;</p>

<p>It also means items and materials can be reduced, or reused by yourself or someone else.&nbsp;</p>

<p>Cllr Gill Mitchell, chair of the council’s environment, transport and sustainability committee, said: “I’m sure many of us have been in the situation where we don’t know what to do with a certain material or item. Do we put it in our recycling? Bin it? Give it away?</p>

<p>“Now, armed with our new A to Z, we’ll all be able to do the right thing and help protect our city and our planet better, and ensure we’re making the best use of the materials we no longer want or need.”</p>

<h2><strong>How to use the guide</strong></h2>

<p>You should log onto <a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/recycling-0"">www.brighton-hove.gov.uk/recycling</a>. Click on the ‘<a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/recycling-a-z"">Recycling A to Z</a>’ link and you can then search 179 items alphabetically.</p>

<p>The guide uses what’s called the ‘waste hierarchy’, starting with how to firstly <strong>reduce</strong> the use of a material or item, then how to <strong>reuse</strong> it, then <strong>recycle</strong> and finally, when none of the others can be done, the best way to <strong>dispose</strong> of it.</p>

<p>In the case of plastic bags, first of all the A to Z suggests using a reusable bag rather than a plastic one. If that can’t be done, the next suggestion is how to reuse the plastic bag, for instance as a bin liner.&nbsp;</p>

<p>If that’s not possible, we say whether it can be recycled – plastic bags cannot – and then how it should be disposed of.</p>

<h2><strong>Other items and materials</strong></h2>

<p>As materials vary enormously, the use of <strong>reduce, reuse, recycle, dispose</strong> varies also.&nbsp;</p>

<p>For instance, we only say that styrofoam, which is used in packaging, cannot be recycled but should be disposed of in your household rubbish. However, textiles can be reused or recycled.</p>

<p>Cllr Mitchell added: “Although our recycling rate is the highest it’s ever been, we must aim much higher. We’re hoping this guide is a game changer in helping us all to recycle more and reduce contamination.”</p>
","Our new guide will help you recycle more and reduce your rubbish.","Rubbish, recycling and environment"
35196,"<p>Our new anti-litter team will be out in force from Monday – educating the public on how to avoid being fined for dumping rubbish on the street or fly-tipping.</p>

<p>For the next two weeks, our environmental enforcement officers will issue helpful warnings instead of fines when they see someone dropping cigarette butts or litter, or leaving unwanted items on the street or beside a bin.</p>

<h2>Ensuring we all get it right</h2>

<p>The team has already visited more than 1000 city businesses, big and small, to advise and remind them of their legal responsibilities on getting rid of their waste.&nbsp;</p>

<p>Now they’re turning their attention to educating residents and visitors on keeping our city’s streets clean.</p>

<p>The officers joined the council after the contract with controversial company 3GS come to an end recently.</p>

<p><img alt=""Cllr Gill Mitchell and the environmental enforcement team"" data-entity-type="""" data-entity-uuid="""" height=""525"" src=""/sites/default/files/news/thumb-enforcement-team.jpg"" width=""700"" /></p>

<h2>“A new beginning for the council”</h2>

<p>Cllr Gill Mitchell, chair of the council’s environment, transport and sustainability committee, said: “We’ve brought the officers in-house to ensure there is clearer management of the team and greater accountability.</p>

<p>“As this is a new beginning for the council and the service, we’re taking the opportunity to educate people on their responsibility for keeping our beautiful city clean and tidy.</p>

<p>“We also want to ensure we’re being fair with everyone so will be approaching people in the street, including residents, tourists and students, with advice on how to avoid being fined.&nbsp;</p>

<p>“We will also be dropping in on colleges, universities and language schools to ask them to remind their students on a regular basis how to be fine free.”</p>

<h2>Cigarette butts are litter too</h2>

<p>Cllr Mitchell added: “There is still a large number of people who think throwing a cigarette butt on the ground or down a drain isn’t littering. But the first litters our streets and the second can add to clogging up our drainage system. But anyone caught after our two week education programme will face a £75 fine.</p>

<p>“There are also lots of people who think leaving items they don’t want any more on the street, like furniture, mirrors or mattresses, is fine. But this is fly-tipping and a £300 fine will be issued.”</p>

<p>The 3GS jet black uniform – which some people say they found intimidating – has been replaced with a light blue jacket and black trousers. The officers will still wear body cameras for the public’s and their own protection, and can use any footage if fines are disputed.</p>

<p>The officers will begin issuing fines after the two week education drive.&nbsp;</p>
","New enforcement officers begin with softly softly approach - educating the public on how to avoid being fined for dumping rubbish on the street or fly-tipping.","Rubbish, recycling and environment"
35656,"<p><strong>Update (12 April):</strong> This story (originally published 28 March) has been updated to include the commitment given to carbon reduction by the environment, transport and sustainability committee in March.</p>

<p>Following this committee, the council agreed to establish a Sustainability and Carbon Reduction Investment Fund. Councillors will review progress on this at the Policy, Resources &amp; Growth Committee in July.</p>

<p>The council is working to reduce carbon emissions in a number of ways, including:</p>

<ul>
	<li><a href=""https://www.brighton-hove.gov.uk/sites/brighton-hove.gov.uk/files/single-use-plastic-policy.pdf"">becoming a single use plastics-free city (PDF)</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/environment/sustainability-city/reducing-our-carbon-emissions"">reducing carbon emissions from our buildings</a></li>
	<li><a href=""https://www.thelivingcoast.org.uk/"">through our partnership with The Living Coast UNESCO world biosphere region</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/environment/checklist-new-build/low-and-zero-carbon-technologies"">supporting the inclusion of low and zero carbon technologies on new buildings</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/council-and-democracy/contracts-and-tenders-council/sustainable-procurement"">working with our suppliers to reduce environmental impacts</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/environment/sustainability-city/sustainable-events"">making events in the city more sustainable</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/parking-and-travel/travel-transport-and-road-safety/sustainable-transport-around-city"">promoting sustainable travel</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/parking-and-travel/parking/electric-vehicles-and-charging"">installing an additional 200 electric vehicle charging points</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/environment/sustainability-city/sustainable-local-economy"">supporting sustainable business</a></li>
	<li><a href=""https://www.brighton-hove.gov.uk/content/environment/sustainability-city/local-food"">encouraging local food initiatives</a></li>
</ul>

<h2>Sustainability and Carbon Reduction Investment Fund</h2>

<p>The fund will support the development and delivery of citywide initiatives which aim to reduce carbon emissions, build resilience against the effects of climate change and protect and enhance biodiversity. New revenue funding will be spent on developing the capacity of the Sustainability Team to deliver a pipeline of citywide projects and initiatives.</p>

<h2>Areas for investment&nbsp;</h2>

<p>Resources will be directed in areas such as:&nbsp;</p>

<ul>
	<li>energy efficiency and renewable energy</li>
	<li>biodiversity enhancement</li>
	<li>sustainable travel&nbsp;</li>
	<li>green Infrastructure and Sustainable Urban Drainage&nbsp;</li>
	<li>moving towards a Circular Economy&nbsp;</li>
	<li>healthy, sustainable and fair food for all</li>
</ul>

<h2>Reducing carbon emissions&nbsp;</h2>

<p>Progress has been made in recent years to reduce carbon emissions and the per capita CO2 emissions for the city published in 2018 show a significant reduction of 40.6% from the 2005 base rate. If this rate of progress is maintained, the city’s 42% reduction target for 2020 and the 80% target for 2050 will be exceeded.</p>

<h2>Ongoing projects</h2>

<p>The council has also been developing key work streams around climate mitigation by implementing new renewable energy and energy efficiency projects. These include increasing the amount of solar PV on corporate buildings, the rolling out of electric vehicle charging points and exploring new ways to harness solar power on our housing stock.</p>

<h2>A sustainable economy</h2>

<p>Sustainability is one of the five themes which underpin the new economic strategy to 2024 and which are vital to delivering economic growth, creating prosperity and providing a greater quality of life for all. The strategy promotes a focus on a circular and sustainable economy, pushing business and community engagement in achieving city resilience and climate change.</p>

<h2>Monitoring progress</h2>

<p>A further report outlining the process for agreeing and assessing projects that are delivered through the Sustainability and Carbon Reduction Investment Fund will be brought to the Policy, Resources &amp; Growth Committee meeting on 11 July 2019.</p>
","Councillors made a formal commitment to carbon reduction at the environment, transport and sustainability committee in March. The council is working towards zero carbon by 2030 and has set up a fund to invest in carbon reduction projects.","Rubbish, recycling and environment"
35751,"<p>The council has today started the roll out of new glass collection bins that will be quieter for residents and safer for staff.</p>

<p>The new, smaller bins will replace the large communal glass ones to help reduce noise levels when being emptied.&nbsp;</p>

<p>It’s the latest improvement identified by the new management team at Cityclean.</p>

<p>Since taking over six months ago, assistant director Rachel Chasseaud has started the process of a review of staff health and safety and improving the quality of the service to residents.&nbsp;</p>

<p>Rachel said: “There are issues we’re finding as part of our review, and we’re in the process of resolving these. For instance, as well as the smaller bins that will help reduce noise for residents, we will work with staff to improve safety for all.”<br />
&nbsp;</p>
","New bins will make glass drop of and collection quieter for residents","Rubbish, recycling and environment"
35821,"<p>Our new anti-litter team has now finished its two weeks of education on how to avoid being fined for dumping rubbish on the street or fly-tipping.</p>

<p>From today, Monday&nbsp;8 April, the officers will be issuing fines, known as Fixed Penalty Notices (FPNs) - £75 for littering and £300 for fly-tipping.</p>

<p>Over the last fortnight the officers have issued friendly warnings to around 1,500 businesses, big and small, to advise and remind them of their legal responsibilities on getting rid of their waste.</p>

<p>They have also approached about 1,000 members of the public, including residents, tourists and students.</p>

<p>But now it’s time to get serious with people who are causing a blight on our city by dropping their cigarette butts or litter, or leaving unwanted items on the street, open land or beside a bin – even in the hope someone takes it away.</p>

<p>Action will also be taken against smokers who think throwing a cigarette butt down a drain isn’t littering as it can add to clogging up our drainage system.</p>

<p>The officers joined the council after the contract with controversial company 3GS come to an end recently.</p>

<p>The 3GS jet black uniform – which some people say they found intimidating – has been replaced with a light blue jacket and black trousers.&nbsp;</p>

<p>The officers will still wear camcorders for the public’s and their own protection, and can use any footage if fines are disputed.</p>

<p>Please see our <a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/environmental-offences-litter-fly-tipping"">Environmental Offences</a> webpage for more information. &nbsp;</p>
","Fines begin today (Monday 8 April) for littering and fly-tipping.","Rubbish, recycling and environment"
36636,"<p>The council’s Cityclean team has cleared the A27 and A23 verges of rubbish, collecting a massive 4 tonnes of waste along the way.</p>

<p>From paper cups to a double mattress, the team picked up the equivalent of 500 black bin bags of rubbish that people have either thrown from their vehicle, fly-tipped or that had been blown onto the grass verges.</p>

<p>The crews worked for three nights from 10pm until 4am, when the traffic is quieter, on the stretch of road from Falmer junction to the Southwick tunnel – a total of 13.6 miles.</p>

<p>The clean-up also extended to part of the A23 the council is responsible for, north of the London Road roundabout to the stone gate pillars, known as the Patcham Pylons, and the A23 sliproads.</p>

<p>The A27 runs through seven different local authority areas, with each council responsible for litter picking the verges at the side of a particular stretch.</p>

<p>Maintenance of the road is the responsibility of Highways England, as is the cleaning and management of the central reservations.&nbsp;</p>

<p>Rachel Chasseaud, the council’s assistant director of City Environment, said: “Keeping the verges of the A27 and A23 clean and tidy is a major job as they can accumulate a lot of rubbish in a very short time.&nbsp;</p>

<p>“There are also many issues the city council faces in clearing the waste, including the safety of our staff and those driving on this very busy road, the need for lane closures and the costs of doing this, and trying to keep traffic disruption to a minimum.</p>

<p>“There is also the added complication of existing road works taking place, the seven different local authorities operating together and working with Highways England to ensure everything is carried out according to its rules and regulations.” &nbsp;&nbsp;</p>

<p>Rachel added: “Our team has carried out a fantastic job, and 500 bags of waste shows how much people are throwing away their rubbish.&nbsp;</p>

<p>“But the best way to keep the roads verges clean and litter free is for people to stop fly-tipping and throwing rubbish out of their cars.&nbsp;</p>

<p>“This would make a massive difference to the look of the road and the environment as well as saving the council, and therefore our council tax payers, a lot of money.” &nbsp;&nbsp;</p>

<p>The council also recently met a newly-formed group called the A27 Clean-Up Campaign which is helping keep the road’s verges tidy.<br />
&nbsp;</p>
","Busy roads cleared of rubbish in huge tidy-up by our Cityclean staff","Rubbish, recycling and environment"
36866,"<p>A team of specialist abseiling cleaners have removed a huge pile of rubbish from Madeira Terrace.</p>

<p>We&nbsp;called in Brighton-based company Sussex Rope Access to clean up the Terrace’s mid-level as pedestrian access onto the raised walkway has been deemed unsafe by structural engineers.&nbsp;</p>

<p>Despite the area being fenced off, rough sleepers climbed over the barriers to set up camps. When they moved on, they left dangerous needles and other drug paraphernalia, plus mattresses, sleeping bags, bedding, supermarket trolleys and other rubbish.</p>

<p>Rachel Chasseaud, the council’s assistant director of City Environment, said: “Our structural engineers have told us that the mid-level of Madeira Terrace is very dangerous for people to walk on or have machinery on as it could collapse.</p>

<p>“We fenced the area off to make clear no one was allowed, so it was a real concern that rough sleepers had set up camp and then left piles of rubbish. &nbsp;&nbsp;</p>

<p>“Some people walking on Marine&nbsp;Parade above the terrace walkway had also tossed rubbish into the fenced off area. It was too dangerous for our staff to work on the walkway, so we called in Sussex Rope Access who are professionals in getting into difficult areas by abseiling.”&nbsp;</p>

<p>The specialist team removed the waste from the mid-level and transferred it to ground level where Cityclean staff waited with a truck to take the rubbish away. The process will now be repeated on an ‘as and when’ basis until the area can be made safe.</p>

<p>Rachel added: “Everyone has done a brilliant job and removed a lot of dangerous items like drug needles and other potentially harmful items.&nbsp;</p>

<p>“Committed volunteers had contacted us to say they were prepared to go in and remove the waste, but as a responsible local authority, we couldn’t allow any member of the public to put themselves in danger.”</p>
","Abseilers have scaled 'dangerous' Madeira Terrace area to clear waste left by rough sleepers.","Rubbish, recycling and environment"
